,onshore_wind_turbine_1,biomass_2,conventional_hydroelectric_3,conventional_steam_coal_4,natural_gas_fired_combined_cycle_5,natural_gas_fired_combustion_turbine_6,natural_gas_steam_turbine_7,nuclear_8,onshore_wind_turbine_9,small_hydroelectric_10,solar_photovoltaic_11,conventional_steam_coal_12,natural_gas_fired_combined_cycle_13,natural_gas_fired_combustion_turbine_14,onshore_wind_turbine_15,solar_photovoltaic_16,naturalgas_ccccsavgcf_17,naturalgas_ccavgcf_18,naturalgas_ctavgcf_19,landbasedwind_ltrg1_20,landbasedwind_ltrg1_21,landbasedwind_ltrg1_22,utilitypv_losangeles_23,utilitypv_losangeles_24,utilitypv_losangeles_25,utilitypv_losangeles_26,battery_27,naturalgas_ccs100_28,naturalgas_ccccsavgcf_29,naturalgas_ccavgcf_30,naturalgas_ctavgcf_31,landbasedwind_ltrg1_32,landbasedwind_ltrg1_33,landbasedwind_ltrg1_34,offshorewind_otrg3_35,offshorewind_otrg3_36,offshorewind_otrg3_37,utilitypv_losangeles_38,utilitypv_losangeles_39,battery_40,naturalgas_ccs100_41,naturalgas_ccccsavgcf_42,naturalgas_ccavgcf_43,naturalgas_ctavgcf_44,landbasedwind_ltrg1_45,landbasedwind_ltrg1_46,landbasedwind_ltrg1_47,landbasedwind_ltrg1_48,landbasedwind_ltrg1_49,landbasedwind_ltrg1_50,landbasedwind_ltrg1_51,utilitypv_losangeles_52,utilitypv_losangeles_53,battery_54,naturalgas_ccs100_55
11,0.0605,1,0.066453127,1,1,1,1,1,0.272,1,0.6377,1,1,1,0.0324,0.4912,1,1,1,0.0643,0.0662,0.1273,0.8081,0.7923,0.754,0.8168,1,1,1,1,1,0.339,0.2735,0.0133,0.0484,0.0663,0.0557,0.7719,0.8109,1,1,1,1,1,0.0,0.0493,0.0,0.0021,0.0041,0.0,0.0529,0.7275,0.8322,1,1
12,0.0973,1,0.066415815,1,1,1,1,1,0.252,1,0.6294,1,1,1,0.0343,0.519,1,1,1,0.0728,0.0997,0.1493,0.843,0.8282,0.7664,0.828,1,1,1,1,1,0.2744,0.2447,0.0089,0.0139,0.0195,0.0162,0.7345,0.798,1,1,1,1,1,0.0055,0.0556,0.0086,0.0054,0.0081,0.0063,0.0829,0.6748,0.7421,1,1
13,0.1303,1,0.066378502,1,1,1,1,1,0.322,1,0.5932,1,1,1,0.0529,0.4168,1,1,1,0.0939,0.1417,0.1936,0.8197,0.8086,0.7536,0.8405,1,1,1,1,1,0.353,0.338,0.0124,0.0032,0.0053,0.0,0.6969,0.7786,1,1,1,1,1,0.0279,0.1069,0.0361,0.0291,0.0331,0.03,0.1427,0.5549,0.6979,1,1
14,0.1638,1,0.066341189,1,1,1,1,1,0.2944,1,0.5595,1,1,1,0.093,0.4901,1,1,1,0.1173,0.1889,0.2185,0.7627,0.7584,0.7449,0.8211,1,1,1,1,1,0.3332,0.3426,0.0145,0.05,0.0483,0.0432,0.6139,0.7256,1,1,1,1,1,0.1371,0.216,0.2617,0.0464,0.1002,0.1692,0.1076,0.4197,0.5849,1,1
15,0.2152,1,0.066303876,1,1,1,1,1,0.3428,1,0.4779,1,1,1,0.1882,0.2563,1,1,1,0.1802,0.2042,0.2212,0.7287,0.7502,0.712,0.7399,1,1,1,1,1,0.3175,0.3568,0.136,0.0405,0.0442,0.0424,0.4478,0.6319,1,1,1,1,1,0.1558,0.2463,0.0276,0.0981,0.1942,0.1227,0.419,0.3413,0.3755,1,1
16,0.2525,1,0.066266564,1,1,1,1,1,0.3916,1,0.3526,1,1,1,0.2832,0.1736,1,1,1,0.2019,0.2156,0.2192,0.7033,0.6878,0.5719,0.5888,1,1,1,1,1,0.3819,0.4205,0.0625,0.0695,0.0464,0.0611,0.2861,0.4467,1,1,1,1,1,0.4441,0.2159,0.536,0.1003,0.2167,0.4678,0.2271,0.191,0.2046,1,1
17,0.1899,1,0.066229251,1,1,1,1,1,0.4354,1,0.1806,1,1,1,0.1542,0.0644,1,1,1,0.1606,0.2153,0.2009,0.4817,0.457,0.3756,0.4096,1,1,1,1,1,0.4288,0.4235,0.1042,0.1076,0.0957,0.1125,0.1115,0.2113,1,1,1,1,1,0.233,0.1178,0.1081,0.1976,0.2206,0.2008,0.1927,0.0526,0.0548,1,1
18,0.3133,1,0.066191938,1,1,1,1,1,0.5602,1,0.0,1,1,1,0.132,0.0,1,1,1,0.2486,0.305,0.2618,0.0989,0.0751,0.0386,0.0932,1,1,1,1,1,0.7521,0.6547,0.0846,0.1307,0.1616,0.1568,0.0,0.0,1,1,1,1,1,0.2556,0.1548,0.2732,0.1934,0.2079,0.2601,0.2664,0.0,0.0,1,1
19,0.3244,1,0.066154625,1,1,1,1,1,0.349,1,0.0,1,1,1,0.1979,0.0,1,1,1,0.3006,0.3431,0.3244,0.0,0.0,0.0,0.0,1,1,1,1,1,0.5737,0.4652,0.0562,0.0802,0.0883,0.079,0.0,0.0,1,1,1,1,1,0.2941,0.1256,0.3186,0.0952,0.1068,0.3004,0.2973,0.0,0.0,1,1
20,0.2987,1,0.066117312,1,1,1,1,1,0.3106,1,0.0,1,1,1,0.2447,0.0,1,1,1,0.3184,0.3778,0.3868,0.0,0.0,0.0,0.0,1,1,1,1,1,0.471,0.407,0.0705,0.1985,0.2392,0.2257,0.0,0.0,1,1,1,1,1,0.5562,0.1547,0.5636,0.2874,0.3049,0.5581,0.3126,0.0,0.0,1,1
21,0.4015,1,0.06608,1,1,1,1,1,0.4077,1,0.0,1,1,1,0.1989,0.0,1,1,1,0.4379,0.5404,0.4721,0.0,0.0,0.0,0.0,1,1,1,1,1,0.6694,0.5599,0.1802,0.2874,0.348,0.3319,0.0,0.0,1,1,1,1,1,0.3968,0.2861,0.4093,0.3348,0.2939,0.4,0.1982,0.0,0.0,1,1
22,0.2986,1,0.066042687,1,1,1,1,1,0.3378,1,0.0,1,1,1,0.2406,0.0,1,1,1,0.2923,0.4487,0.3867,0.0,0.0,0.0,0.0,1,1,1,1,1,0.6225,0.5098,0.1591,0.3631,0.4255,0.3897,0.0,0.0,1,1,1,1,1,0.468,0.3682,0.5183,0.4694,0.38,0.481,0.233,0.0,0.0,1,1
23,0.2489,1,0.066005374,1,1,1,1,1,0.3031,1,0.0,1,1,1,0.2676,0.0,1,1,1,0.2814,0.3904,0.3165,0.0,0.0,0.0,0.0,1,1,1,1,1,0.6098,0.5062,0.0945,0.3674,0.3807,0.3616,0.0,0.0,1,1,1,1,1,0.5522,0.3069,0.6517,0.4637,0.3875,0.5778,0.2184,0.0,0.0,1,1
24,0.2403,1,0.065968061,1,1,1,1,1,0.2905,1,0.0,1,1,1,0.2486,0.0,1,1,1,0.2918,0.301,0.2485,0.0,0.0,0.0,0.0,1,1,1,1,1,0.5602,0.4755,0.1096,0.4015,0.4248,0.3956,0.0,0.0,1,1,1,1,1,0.4026,0.1842,0.5164,0.3855,0.3368,0.4319,0.3028,0.0,0.0,1,1
25,0.3932,1,0.011761165,1,1,1,1,1,0.0995,1,0.0,1,1,1,0.1846,0.0,1,1,1,0.4889,0.4517,0.3674,0.0,0.0,0.0,0.0,1,1,1,1,1,0.0396,0.0531,0.5271,0.5996,0.5762,0.5655,0.0,0.0,1,1,1,1,1,0.2189,0.3511,0.1525,0.1548,0.1601,0.2018,0.2013,0.0,0.0,1,1
26,0.3784,1,0.01173714,1,1,1,1,1,0.0752,1,0.0,1,1,1,0.2122,0.0,1,1,1,0.4173,0.4228,0.3532,0.0,0.0,0.0,0.0,1,1,1,1,1,0.0238,0.055,0.4588,0.5291,0.4731,0.472,0.0,0.0,1,1,1,1,1,0.2791,0.4463,0.1926,0.2625,0.2379,0.2568,0.2327,0.0,0.0,1,1
27,0.3868,1,0.011713115,1,1,1,1,1,0.0902,1,0.0,1,1,1,0.1553,0.0,1,1,1,0.4307,0.4311,0.387,0.0,0.0,0.0,0.0,1,1,1,1,1,0.1064,0.1074,0.4611,0.4046,0.3723,0.3759,0.0,0.0,1,1,1,1,1,0.1682,0.4294,0.0989,0.1873,0.1724,0.1503,0.2082,0.0,0.0,1,1
28,0.3848,1,0.01168909,1,1,1,1,1,0.1049,1,0.0,1,1,1,0.1567,0.0,1,1,1,0.4342,0.4194,0.4121,0.0,0.0,0.0,0.0,1,1,1,1,1,0.1757,0.1453,0.4485,0.3081,0.2697,0.2956,0.0,0.0,1,1,1,1,1,0.1653,0.3952,0.1016,0.1811,0.1709,0.1489,0.1744,0.0,0.0,1,1
29,0.2778,1,0.011665065,1,1,1,1,1,0.0781,1,0.0,1,1,1,0.1536,0.0,1,1,1,0.324,0.2815,0.2968,0.0,0.0,0.0,0.0,1,1,1,1,1,0.1183,0.1129,0.2517,0.4632,0.4171,0.4772,0.0,0.0,1,1,1,1,1,0.2046,0.3556,0.1429,0.1168,0.1244,0.1887,0.1183,0.0,0.0,1,1
30,0.2345,1,0.01164104,1,1,1,1,1,0.1389,1,0.0,1,1,1,0.1027,0.0,1,1,1,0.2613,0.2557,0.283,0.0,0.0,0.0,0.0,1,1,1,1,1,0.2003,0.1736,0.3154,0.2943,0.2127,0.2852,0.0,0.0,1,1,1,1,1,0.1195,0.2719,0.0862,0.0536,0.0639,0.1109,0.0773,0.0,0.0,1,1
31,0.2329,1,0.011617015,1,1,1,1,1,0.1548,1,0.1467,1,1,1,0.0658,0.0675,1,1,1,0.2127,0.2691,0.3008,0.0525,0.0666,0.0877,0.0343,1,1,1,1,1,0.2226,0.1952,0.3204,0.3658,0.1581,0.2558,0.229,0.2192,1,1,1,1,1,0.0665,0.1461,0.0509,0.0311,0.0385,0.0624,0.0357,0.1074,0.2093,1,1
32,0.2067,1,0.011592989,1,1,1,1,1,0.1386,1,0.3552,1,1,1,0.0742,0.3579,1,1,1,0.2102,0.2381,0.2554,0.5296,0.5161,0.5,0.4383,1,1,1,1,1,0.2148,0.1664,0.1565,0.3981,0.1397,0.3248,0.5316,0.508,1,1,1,1,1,0.1594,0.0769,0.1913,0.0683,0.0755,0.1676,0.0527,0.4617,0.5915,1,1
33,0.1406,1,0.011568964,1,1,1,1,1,0.1272,1,0.5133,1,1,1,0.0912,0.593,1,1,1,0.1364,0.1133,0.1156,0.7569,0.7371,0.7282,0.673,1,1,1,1,1,0.2363,0.1895,0.0298,0.4085,0.1714,0.3517,0.7174,0.6696,1,1,1,1,1,0.3086,0.0371,0.3948,0.1625,0.1337,0.3308,0.0615,0.7057,0.8063,1,1
34,0.1523,1,0.011544939,1,1,1,1,1,0.0819,1,0.5871,1,1,1,0.0768,0.7178,1,1,1,0.1393,0.1065,0.1096,0.9151,0.9111,0.8824,0.7773,1,1,1,1,1,0.1247,0.0985,0.0,0.3939,0.1698,0.3177,0.8426,0.7371,1,1,1,1,1,0.1922,0.0252,0.2541,0.1073,0.0967,0.2081,0.0587,0.8814,0.9457,1,1
35,0.2696,1,0.011520914,1,1,1,1,1,0.0709,1,0.6638,1,1,1,0.0613,0.7736,1,1,1,0.2303,0.2618,0.2549,0.99,0.9808,0.9652,0.9306,1,1,1,1,1,0.0781,0.0751,0.0,0.2893,0.0905,0.1889,0.9249,0.8254,1,1,1,1,1,0.1046,0.0102,0.1229,0.0643,0.0656,0.1093,0.0663,0.9804,0.9922,1,1
36,0.3413,1,0.011496889,1,1,1,1,1,0.0922,1,0.672,1,1,1,0.0825,0.7882,1,1,1,0.35,0.3387,0.2907,0.9597,0.9749,0.9546,0.9281,1,1,1,1,1,0.1204,0.1129,0.0,0.1511,0.0351,0.0986,0.9542,0.7959,1,1,1,1,1,0.1332,0.0382,0.1367,0.1069,0.0989,0.1341,0.0989,1.0,0.9927,1,1
37,0.388,1,0.011472864,1,1,1,1,1,0.0669,1,0.685,1,1,1,0.0682,0.7674,1,1,1,0.4172,0.3528,0.2911,0.9509,0.9618,0.954,0.8674,1,1,1,1,1,0.0738,0.0718,0.0005,0.1388,0.0303,0.0849,0.9584,0.7337,1,1,1,1,1,0.0899,0.0292,0.0905,0.0704,0.0674,0.0901,0.0849,0.9968,0.9914,1,1
38,0.3727,1,0.011448839,1,1,1,1,1,0.1033,1,0.6107,1,1,1,0.0727,0.7038,1,1,1,0.4907,0.3645,0.3302,0.7757,0.802,0.8168,0.7702,1,1,1,1,1,0.0845,0.1209,0.0085,0.2547,0.1167,0.1683,0.8779,0.6582,1,1,1,1,1,0.059,0.0327,0.0559,0.0384,0.0439,0.0582,0.0967,0.9165,0.9102,1,1
39,0.389,1,0.011424814,1,1,1,1,1,0.1597,1,0.4975,1,1,1,0.0852,0.5767,1,1,1,0.5519,0.4053,0.3898,0.5339,0.5311,0.629,0.6141,1,1,1,1,1,0.1345,0.1958,0.0387,0.4158,0.32,0.414,0.7123,0.4299,1,1,1,1,1,0.058,0.0315,0.0573,0.0327,0.0467,0.0578,0.1023,0.7541,0.7467,1,1
40,0.3667,1,0.011400789,1,1,1,1,1,0.2014,1,0.2953,1,1,1,0.1584,0.3767,1,1,1,0.5589,0.3749,0.3673,0.3143,0.3228,0.3966,0.3589,1,1,1,1,1,0.1792,0.228,0.1034,0.5211,0.3423,0.4704,0.4314,0.301,1,1,1,1,1,0.144,0.0984,0.1526,0.076,0.1127,0.1462,0.1775,0.498,0.4915,1,1
41,0.2629,1,0.011376764,1,1,1,1,1,0.1652,1,0.0007,1,1,1,0.1244,0.0,1,1,1,0.4227,0.2564,0.2766,0.0001,0.0002,0.0,0.0001,1,1,1,1,1,0.1626,0.2053,0.2023,0.4132,0.3975,0.4834,0.0,0.0,1,1,1,1,1,0.0987,0.1161,0.1149,0.0851,0.1177,0.1029,0.1501,0.0,0.0008,1,1
42,0.4153,1,0.011352738,1,1,1,1,1,0.1527,1,0.0,1,1,1,0.1523,0.0,1,1,1,0.5384,0.3827,0.4393,0.0,0.0,0.0,0.0,1,1,1,1,1,0.1541,0.197,0.2802,0.385,0.3545,0.4206,0.0,0.0,1,1,1,1,1,0.0789,0.1794,0.0724,0.1983,0.1967,0.0772,0.2405,0.0,0.0,1,1
43,0.4705,1,0.011328713,1,1,1,1,1,0.1265,1,0.0,1,1,1,0.1206,0.0,1,1,1,0.6157,0.507,0.5003,0.0,0.0,0.0,0.0,1,1,1,1,1,0.1313,0.1327,0.3137,0.3758,0.298,0.3878,0.0,0.0,1,1,1,1,1,0.0,0.2084,0.0,0.1407,0.1467,0.0,0.1665,0.0,0.0,1,1
44,0.5582,1,0.011304688,1,1,1,1,1,0.1075,1,0.0,1,1,1,0.4276,0.0,1,1,1,0.7203,0.6249,0.5505,0.0,0.0,0.0,0.0,1,1,1,1,1,0.1224,0.1057,0.4916,0.4287,0.2981,0.37,0.0,0.0,1,1,1,1,1,0.3675,0.4388,0.3487,0.5885,0.5514,0.3626,0.5054,0.0,0.0,1,1
45,0.5971,1,0.011280663,1,1,1,1,1,0.126,1,0.0,1,1,1,0.736,0.0,1,1,1,0.7775,0.7078,0.5763,0.0,0.0,0.0,0.0,1,1,1,1,1,0.1922,0.1526,0.5608,0.3584,0.1939,0.2769,0.0,0.0,1,1,1,1,1,0.9045,0.5722,0.9054,0.8656,0.8631,0.9048,0.8781,0.0,0.0,1,1
46,0.6459,1,0.011256638,1,1,1,1,1,0.1197,1,0.0,1,1,1,0.7403,0.0,1,1,1,0.7913,0.7534,0.6055,0.0,0.0,0.0,0.0,1,1,1,1,1,0.1538,0.1253,0.6704,0.3556,0.2229,0.2953,0.0,0.0,1,1,1,1,1,0.8999,0.633,0.9088,0.8863,0.8738,0.9022,0.8822,0.0,0.0,1,1
47,0.6396,1,0.011232613,1,1,1,1,1,0.1309,1,0.0,1,1,1,0.7205,0.0,1,1,1,0.7526,0.7351,0.5834,0.0,0.0,0.0,0.0,1,1,1,1,1,0.1365,0.1425,0.6334,0.3571,0.3622,0.3678,0.0,0.0,1,1,1,1,1,0.894,0.7285,0.9096,0.8675,0.8297,0.898,0.8273,0.0,0.0,1,1
48,0.6321,1,0.011208588,1,1,1,1,1,0.1325,1,0.0,1,1,1,0.6285,0.0,1,1,1,0.7934,0.714,0.5837,0.0,0.0,0.0,0.0,1,1,1,1,1,0.0857,0.109,0.7162,0.5238,0.4924,0.4905,0.0,0.0,1,1,1,1,1,0.8203,0.7454,0.8651,0.8241,0.7696,0.8319,0.7555,0.0,0.0,1,1
49,0.5481,1,0.166958971,1,1,1,1,1,0.1079,1,0.0,1,1,1,0.4585,0.0,1,1,1,0.6618,0.59,0.4799,0.0,0.0,0.0,0.0,1,1,1,1,1,0.2627,0.1826,0.2137,0.0229,0.0221,0.0282,0.0,0.0,1,1,1,1,1,0.5995,0.4639,0.6192,0.6158,0.5854,0.6046,0.4617,0.0,0.0,1,1
50,0.439,1,0.166958971,1,1,1,1,1,0.1195,1,0.0,1,1,1,0.4426,0.0,1,1,1,0.5782,0.4947,0.3734,0.0,0.0,0.0,0.0,1,1,1,1,1,0.2903,0.197,0.2508,0.0354,0.0282,0.0429,0.0,0.0,1,1,1,1,1,0.5788,0.5159,0.6116,0.6472,0.6155,0.5872,0.5211,0.0,0.0,1,1
51,0.3464,1,0.166958971,1,1,1,1,1,0.1586,1,0.0,1,1,1,0.4763,0.0,1,1,1,0.4486,0.3839,0.291,0.0,0.0,0.0,0.0,1,1,1,1,1,0.3167,0.2238,0.3711,0.0509,0.0334,0.0515,0.0,0.0,1,1,1,1,1,0.5935,0.5756,0.6202,0.6557,0.6181,0.6004,0.6103,0.0,0.0,1,1
52,0.4275,1,0.166958971,1,1,1,1,1,0.1612,1,0.0,1,1,1,0.5595,0.0,1,1,1,0.5249,0.4644,0.3796,0.0,0.0,0.0,0.0,1,1,1,1,1,0.2879,0.2207,0.3041,0.06,0.0388,0.0559,0.0,0.0,1,1,1,1,1,0.7148,0.6948,0.7393,0.7599,0.7193,0.7211,0.6531,0.0,0.0,1,1
53,0.3928,1,0.166958971,1,1,1,1,1,0.1716,1,0.0,1,1,1,0.5931,0.0,1,1,1,0.4756,0.4144,0.3394,0.0,0.0,0.0,0.0,1,1,1,1,1,0.3236,0.2483,0.2023,0.0639,0.0324,0.0503,0.0,0.0,1,1,1,1,1,0.7865,0.6824,0.8093,0.7795,0.7451,0.7924,0.6612,0.0,0.0,1,1
54,0.3861,1,0.166958971,1,1,1,1,1,0.1722,1,0.1497,1,1,1,0.5727,0.1582,1,1,1,0.5188,0.4664,0.359,0.0666,0.1063,0.1169,0.1434,1,1,1,1,1,0.413,0.3076,0.2454,0.1296,0.0694,0.0974,0.3066,0.2917,1,1,1,1,1,0.7641,0.6323,0.796,0.7597,0.7356,0.7723,0.7177,0.1876,0.1522,1,1
55,0.4188,1,0.166958971,1,1,1,1,1,0.1699,1,0.4005,1,1,1,0.632,0.4409,1,1,1,0.593,0.5078,0.3615,0.5641,0.5685,0.5706,0.5811,1,1,1,1,1,0.4049,0.3205,0.2787,0.3102,0.1671,0.2587,0.6388,0.6136,1,1,1,1,1,0.8598,0.7316,0.8749,0.801,0.7877,0.8637,0.7327,0.5588,0.5495,1,1
56,0.3826,1,0.166958971,1,1,1,1,1,0.1486,1,0.5715,1,1,1,0.6271,0.6032,1,1,1,0.5531,0.3939,0.2583,0.7893,0.7915,0.7891,0.7959,1,1,1,1,1,0.2705,0.2029,0.1998,0.3928,0.2395,0.3649,0.8266,0.8112,1,1,1,1,1,0.8652,0.6564,0.8812,0.7067,0.7103,0.8693,0.5821,0.7759,0.7738,1,1
57,0.3717,1,0.166958971,1,1,1,1,1,0.207,1,0.6724,1,1,1,0.5835,0.6885,1,1,1,0.5289,0.3618,0.2302,0.91,0.9084,0.9021,0.9119,1,1,1,1,1,0.4105,0.3234,0.1433,0.3098,0.2354,0.3365,0.9147,0.9079,1,1,1,1,1,0.8428,0.6196,0.8665,0.5773,0.6141,0.8489,0.4398,0.8918,0.8994,1,1
58,0.2526,1,0.166958971,1,1,1,1,1,0.2004,1,0.6982,1,1,1,0.576,0.7069,1,1,1,0.4123,0.258,0.1881,0.9385,0.9364,0.9345,0.9448,1,1,1,1,1,0.3118,0.2689,0.208,0.2991,0.2565,0.3557,0.9335,0.9228,1,1,1,1,1,0.8392,0.6275,0.8672,0.5757,0.5955,0.8464,0.4386,0.922,0.9342,1,1
59,0.3371,1,0.166958971,1,1,1,1,1,0.1959,1,0.6992,1,1,1,0.4702,0.7078,1,1,1,0.473,0.3651,0.2841,0.9502,0.9477,0.9461,0.9595,1,1,1,1,1,0.2789,0.2508,0.225,0.1577,0.1694,0.2318,0.9316,0.9249,1,1,1,1,1,0.7504,0.4193,0.7917,0.4498,0.4742,0.761,0.3604,0.9246,0.9408,1,1
60,0.4078,1,0.166958971,1,1,1,1,1,0.2963,1,0.6944,1,1,1,0.465,0.7019,1,1,1,0.5346,0.4281,0.3411,0.9461,0.9445,0.9428,0.9574,1,1,1,1,1,0.3907,0.3497,0.2482,0.0959,0.1394,0.1682,0.9238,0.9143,1,1,1,1,1,0.7289,0.3537,0.7659,0.5105,0.5192,0.7385,0.4479,0.9182,0.9303,1,1
61,0.4773,1,0.166958971,1,1,1,1,1,0.3766,1,0.6906,1,1,1,0.418,0.7017,1,1,1,0.5757,0.5233,0.4418,0.9491,0.9481,0.9482,0.9618,1,1,1,1,1,0.4497,0.435,0.3707,0.0449,0.1464,0.122,0.9204,0.9058,1,1,1,1,1,0.5923,0.2796,0.6146,0.4602,0.4593,0.5981,0.4951,0.918,0.9289,1,1
62,0.5572,1,0.166958971,1,1,1,1,1,0.4472,1,0.6401,1,1,1,0.4383,0.6785,1,1,1,0.6307,0.5642,0.4511,0.9251,0.9238,0.9185,0.923,1,1,1,1,1,0.4724,0.5279,0.3407,0.0589,0.2341,0.1861,0.8789,0.8578,1,1,1,1,1,0.6163,0.2557,0.6585,0.5107,0.4926,0.6272,0.5343,0.8886,0.8967,1,1
63,0.6356,1,0.166958971,1,1,1,1,1,0.4693,1,0.519,1,1,1,0.3659,0.5748,1,1,1,0.6566,0.6288,0.5142,0.814,0.8123,0.8019,0.8079,1,1,1,1,1,0.462,0.5373,0.2915,0.1025,0.2409,0.2305,0.7309,0.7067,1,1,1,1,1,0.4736,0.2574,0.5185,0.4061,0.4,0.4852,0.4582,0.7618,0.767,1,1
