Hour,Wind,Solar
96,0.054073561,0.70342958
97,0.0149297,0.440522879
98,0.002735979,0
99,0.062734045,0
100,0.13772893,0
101,0.05954615,0
102,0.093026266,0
103,0.055161007,0
104,0.037616078,0
105,0.067094691,0
106,0.10384798,0
107,0.048771851,0
108,0.045104716,0
109,0.036215693,0
110,0.05376479,0
111,0.045602873,0
112,0.017500121,0.034759462
113,0.026190996,0.41465947
114,0.09229432,0.711946547
115,0.071930245,0.860931635
116,0.062785558,0.934975266
117,0.158061728,0.945106745
118,0.098249212,0.868524909
119,0.098963559,0.851546526
120,0.116812646,0.703288317
121,0.053210851,0.462805867
122,0.023755763,0
123,0.027485546,0
124,0.001161026,0
125,0.04792748,0
126,0.048956987,0
127,0.002188398,0
128,0.000270948,0
129,0.029537642,0
130,0.063481495,0
131,0.007642032,0
132,0.003403136,0
133,0.006797866,0
134,0.013346141,0
135,0.012511818,0
136,0.017436069,0.148173749
137,0.000441447,0.530425787
138,0.000698135,0.738919377
139,0.00055158,0.85643208
140,0.014472529,0.926600456
141,0.04901449,0.950909972
142,0.108549863,0.934200764
143,0.041347072,0.858383834
144,0.006088643,0.707929134
145,0.002876261,0.456605315
146,0.024384115,0
147,0.005884131,0
148,0.056076631,0
149,0.021256953,0
150,0.052983165,0
151,0.137137294,0
152,0.072708473,0
153,0.110660337,0
154,0.045562819,0
155,0.055233583,0
156,0.075999364,0
157,0.178390086,0
158,0.190763295,0
159,0.218535721,0
160,0.338525951,0.187004864
161,0.22333242,0.577470541
162,0.1986036,0.785940945
163,0.072941571,0.899900079
164,0.008608644,0.959555686
165,0.014312507,0.970051289
166,0.020739021,0.954603076
167,0.018230885,0.886851311
168,0.009354441,0.738964558
169,0.003649556,0.470156014
170,0.019021025,0
171,0.079770498,0
172,0.21317859,0
173,0.43237263,0
174,0.551614523,0
175,0.586361587,0
176,0.517317772,0
177,0.300995529,0
178,0.3476955,0
179,0.386032164,0
180,0.558720052,0
181,0.432715178,0
182,0.765088797,0
183,0.797166467,0
184,0.72893399,0.163321465
185,0.703037977,0.547854662
186,0.724134743,0.777720869
187,0.557326436,0.906835914
188,0.695989251,0.982771099
189,0.514451981,0.994138479
190,0.269079328,0.965553284
191,0.229755372,0.884726882
192,0.20297952,0.731412292
193,0.128688782,0.485841751
194,0.044946674,0
195,0.048007466,0
196,0.274317354,0
197,0.448221862,0
198,0.20832628,0
199,0.244044423,0
200,0.225790367,0
201,0.319947571,0
202,0.263311982,0
203,0.043152828,0
204,0.076307371,0
205,0.111815467,0
206,0.06045045,0
207,0.113929234,0
208,0.079105437,0.126408488
209,0.068230152,0.505842805
210,0.011363961,0.741354346
211,0.024019515,0.866417766
212,0.111193866,0.947263598
213,0.049938992,0.961231291
214,0.168248922,0.944675922
215,0.095301688,0.869119167
216,0.107061855,0.719850183
217,0.093540028,0.476101279
218,0.103322677,0
219,0.049529996,0
220,0.019585343,0
221,0.029779308,0
222,0.055146739,0
223,0.038317099,0
224,0.028310589,0
225,0.000349477,0
226,0.007941877,0
227,0.000398762,0
228,0.022473868,0
229,0.05394657,0
230,0.074141786,0
231,0.027908761,0
232,0.027086461,0.14467302
233,0.036102485,0.530884147
234,0.010690482,0.747087717
235,0.000290893,0.870509207
236,0.012779517,0.940683365
237,0.028483331,0.961389184
238,0.06494537,0.941704154
239,0.122834943,0.864489317
240,0.06087596,0.714494824
241,0.017921379,0.365068972
242,0.007206053,0
243,5.23E-05,0
244,0.048785925,0
245,0.198308334,0
246,0.249959514,0
247,0.2108275,0
248,0.268957108,0
249,0.24164553,0
250,0.210571498,0
251,0.124131352,0
252,0.129601568,0
253,0.106268413,0
254,0.059231762,0
255,0.020549905,0
256,0.019334923,0
257,0.013890346,0.278514802
258,0.027374951,0.483384371
259,0.009855735,0.599389493
260,0.000435329,0.600569248
261,0.082572728,0.558618307
262,0.129376367,0.723186374
263,0.230951548,0.752235651
264,0.071509503,0.646747231
265,0.001594518,0.298096716
266,0.021250736,0
267,0.063998528,0
268,0.05420037,0
269,0.169652209,0
270,0.276071101,0
271,0.093440473,0
272,0.043232664,0
273,0.010084739,0
274,0.062200412,0
275,0.150565803,0
276,0.147186875,0
277,0.065103292,0
278,0.052114241,0
279,0.081589326,0
280,0.100222692,0
281,0.137183785,0.324288458
282,0.185879484,0.476104975
283,0.068592817,0.567405164
284,0.057894576,0.626974404
285,0.07810317,0.719625354
286,0.09568423,0.828702748
287,0.119415984,0.857912421
288,0.115337655,0.734331012
289,0.064820319,0.498157412
290,0.014567344,0
291,0.040599681,0
292,0.038258128,0
293,0.14534381,0
294,0.178987339,0
295,0.133517087,0
296,0.139186516,0
297,0.187175632,0
298,0.259878993,0
299,0.341382027,0
300,0.218842953,0
301,0.195176631,0
302,0.314522982,0
303,0.305991054,0
304,0.196220487,0.182765812
305,0.289442599,0.540161788
306,0.319904208,0.779689968
307,0.221532077,0.918873668
308,0.201727077,0.988498151
309,0.324385881,0.999644637
310,0.322822899,0.983965278
311,0.245792657,0.909669518
312,0.07129471,0.757324994
313,0.218273446,0.507152557
314,0.071370162,0
315,0.168737441,0
316,0.257511854,0
317,0.112958148,0
318,0.064396046,0
319,0.037325773,0
320,0.016618205,0
321,0.053401794,0
322,0.041283596,0
323,0.025480477,0
324,0.025728747,0
325,0.033191491,0
326,0.067168258,0
327,0.077974394,0
328,0.092839465,0.041204251
329,0.091492385,0.245841339
330,0.122566327,0.245618939
331,0.03186319,0.447417259
332,0.095239125,0.405184835
333,0.07211411,0.518155813
334,0.047489468,0.562809408
335,0.0242211,0.569140077
336,0.000135387,0.490386426
337,0.000203081,0.257949442
338,0.001733754,0
339,0.046293505,0
340,0.212397158,0
341,0.240042239,0
342,0.103546456,0
343,0.134883761,0
344,0.4248873,0
345,0.21954824,0
346,0.611618161,0
347,0.70371592,0
348,0.707035899,0
349,0.798715472,0
350,0.791154981,0
351,0.85377866,0
352,0.830529988,0
353,0.775653064,0.342557728
354,0.725273609,0.521151125
355,0.558735669,0.662634254
356,0.364125609,0.824607849
357,0.305015445,0.707387924
358,0.240362868,0.711402893
359,0.270006299,0.620255589
360,0.313726604,0.501371622
361,0.286910832,0.181969851
362,0.218765557,0
363,0.11992383,0
364,0.249396563,0
365,0.34846741,0
366,0.53249675,0
367,0.632194221,0
368,0.734170794,0
369,0.672683477,0
370,0.789247751,0
371,0.730892062,0
372,0.686735034,0
373,0.750325441,0
374,0.788500726,0
375,0.796848059,0
376,0.750862539,0
377,0.668673873,0.210444003
378,0.812042058,0.615092039
379,0.766311407,0.621342599
380,0.802366614,0.646984577
381,0.876643121,0.551402569
382,0.61407727,0.616358042
383,0.832611501,0.398967266
384,0.735355377,0.240692928
385,0.846165061,0.076923415
386,0.53627938,0
387,0.691294074,0
388,0.777877331,0
389,0.792820334,0
390,0.768940687,0
391,0.606443286,0
392,0.760667801,0
393,0.744341493,0
394,0.588998199,0
395,0.55095017,0
396,0.467708319,0
397,0.298575372,0
398,0.53277576,0
399,0.461465001,0
400,0.306464761,0.021385137
401,0.072394565,0.533968508
402,0.003748308,0.763187408
403,0.01291831,0.885941207
404,0.007116388,0.959491014
405,0.01474919,0.981478989
406,0.022558153,0.963279784
407,0.01121394,0.897448957
408,0.017254895,0.757584274
409,0.028684568,0.512004018
410,0.017624898,0
411,0.002752222,0
412,0.002163245,0
413,0.020988794,0
414,0.027956463,0
415,0.033147596,0
416,0.012415438,0
417,0.00286042,0
418,0.001048816,0
419,0.013569376,0
420,0.003531768,0
421,0.024317257,0
422,0.000169824,0
423,0.017432505,0
424,0.023761727,0.183203101
425,0.011348746,0.558523297
426,0.009397728,0.779949725
427,0.000159563,0.901971579
428,0.000823414,0.978747904
429,0.034997165,0.999830961
430,0.044875111,0.99577105
431,0.058892932,0.928615332
432,0.010000233,0.778746247
433,0.000107001,0.531955004
434,0.002754781,0
435,0.026594317,0
436,0.025869744,0
437,0.041355893,0
438,0.007271015,0
439,0.000199471,0
440,0.000355617,0
441,0.001095788,0
442,0.019968895,0
443,0.010108924,0
444,0.09290044,0
445,0.160829544,0
446,0.205913901,0
447,0.220436841,0
448,0.264972866,0.156479433
449,0.295930088,0.555411816
450,0.140441865,0.777490497
451,0.073179908,0.901727021
452,0.074928939,0.972581983
453,0.005048262,0.990829706
454,0.045299895,0.98578155
455,0.136313334,0.924386382
456,0.089821868,0.761400104
457,0.059820473,0.488544434
458,0.222797379,0
459,0.257902592,0
460,0.360561907,0
461,0.476168692,0
462,0.564480484,0
463,0.683804274,0
464,0.437030613,0
465,0.585614443,0
466,0.617672324,0
467,0.704847157,0
468,0.651814163,0
469,0.630612493,0
470,0.720811248,0
471,0.795841932,0
472,0.857282519,0.002426779
473,0.766434371,0.420293927
474,0.414032787,0.787192047
475,0.28880775,0.93028295
476,0.266704649,0.968465984
477,0.153070062,0.977669954
478,0.149700552,0.973010361
479,0.24682492,0.899511516
480,0.170526683,0.737771869
481,0.065800913,0.437408507
482,0.029368713,0
483,0.101335689,0
484,0.221770376,0
485,0.486774892,0
486,0.653630614,0
487,0.726476967,0
488,0.719014466,0
489,0.854178071,0
490,0.847363353,0
491,0.856553674,0
492,0.84193939,0
493,0.871918559,0
494,0.868884861,0
495,0.857334435,0
496,0.892071187,0
497,0.893270731,0.028105576
498,0.886943221,0.041822188
499,0.900632858,0.121311247
500,0.90151751,0.250441998
501,0.898847222,0.337459445
502,0.878534138,0.460238397
503,0.86972636,0.599010646
504,0.88481164,0.269394815
505,0.885374188,0.359824002
506,0.903942466,0
507,0.883175135,0
508,0.879245996,0
509,0.849225104,0
510,0.889596224,0
511,0.775949776,0
512,0.794745564,0
513,0.755235553,0
514,0.673511386,0
515,0.505779743,0
516,0.569995463,0
517,0.668915868,0
518,0.570987105,0
519,0.307713002,0
520,0.179980993,0.046746828
521,0.080244757,0.273807377
522,0.05291333,0.555239439
523,0.002533972,0.752102733
524,0.002158023,0.786401033
525,0.008789768,0.728075385
526,0.025109969,0.730546355
527,0.037229754,0.716860831
528,0.073433436,0.70430851
529,0.02364718,0.52408433
530,0.033520155,0
531,0.022773471,0
532,0.048112087,0
533,0.181999296,0
534,0.179375142,0
535,0.41119653,0
536,0.510265946,0
537,0.41841054,0
538,0.43293187,0
539,0.432124853,0
540,0.402434856,0
541,0.450104982,0
542,0.554741383,0
543,0.458056659,0
544,0.533780575,0.003482935
545,0.505510151,0.258120567
546,0.341652036,0.608582497
547,0.392119586,0.686875939
548,0.50472796,0.594176173
549,0.505367875,0.46635735
550,0.334448725,0.181969687
551,0.672961056,0.110361651
552,0.642976999,0.038824722
553,0.668065727,0.01413144
554,0.798662663,0
555,0.664718509,0
556,0.732201934,0
557,0.723859847,0
558,0.676273823,0
559,0.572510064,0
560,0.488945663,0
561,0.280376673,0
562,0.220149994,0
563,0.21043019,0
564,0.355872363,0
565,0.376622826,0
566,0.210579783,0
567,0.149236992,0
568,0.12296807,0.01523575
569,0.120840505,0.424640179
570,0.026835341,0.374992043
571,0.062987983,0.792873681
572,0.145007238,0.932827532
573,0.134387851,0.997312546
574,0.091679297,0.995129466
575,0.110172629,0.6698488
576,0.058382042,0.514609814
577,0.131804526,0.450126171
578,0.042474777,0
579,0.089436963,0
580,0.266522855,0
581,0.43710196,0
582,0.596679688,0
583,0.345387876,0
584,0.238587663,0
585,0.261513352,0
586,0.210179567,0
587,0.145576462,0
588,0.209524125,0
589,0.224318743,0
590,0.131869733,0
591,0.143566161,0
592,0.163744494,0.114552394
593,0.050882682,0.561551332
594,0.036727339,0.799248934
595,0.118174568,0.931015611
596,0.219493017,0.992772758
597,0.309417546,1
598,0.146220803,0.998258471
599,0.120007113,0.948346019
600,0.099124528,0.801880836
601,0.104529075,0.547303915
602,0.091868848,0.061672829
603,0.203272521,0
604,0.052474353,0
605,0.2168587,0
606,0.15556407,0
607,0.155496463,0
608,0.147066966,0
609,0.297173411,0
610,0.080040485,0
611,0.082891174,0
612,0.076640286,0
613,0.082829103,0
614,0.069021635,0
615,0.011824152,0
616,0.025674615,0.198076621
617,0.035850856,0.571248651
618,0.016431173,0.798663497
619,0.006067138,0.932766199
620,0.040209733,0.993865311
621,0.044502284,0.995514512
622,0.013063522,0.997614086
623,0.007199352,0.945585608
624,0.000382907,0.805663347
625,0.004239365,0.548211575
626,0.131416231,0.115807943
627,0.307025313,0
628,0.449400544,0
629,0.440171242,0
630,0.572048545,0
631,0.546716213,0
632,0.579433918,0
633,0.529557943,0
634,0.42868036,0
635,0.20707643,0
636,0.19484815,0
637,0.200147346,0
638,0.14666988,0
639,0.278848231,0
640,0.412359297,0.138614208
641,0.21740374,0.506678939
642,0.144578189,0.588155627
643,0.225235507,0.91376406
644,0.344744146,0.929487944
645,0.451100528,0.926608682
646,0.410116822,0.923351169
647,0.506162703,0.86068356
648,0.620606422,0.681887865
649,0.333547294,0.555818796
650,0.201490015,0.10221047
651,0.237515688,0
652,0.449267507,0
653,0.601588547,0
654,0.544688404,0
655,0.557975054,0
656,0.470892131,0
657,0.516441584,0
658,0.528890073,0
659,0.559274018,0
660,0.515972495,0
661,0.502227843,0
662,0.448764324,0
663,0.526105344,0
664,0.437757611,0.222797066
665,0.340008765,0.600720406
666,0.381716013,0.836417079
667,0.471096903,0.976729751
668,0.310689986,1
669,0.33905828,1
670,0.271313012,1
671,0.324960291,0.997306824
672,0.200732544,0.858190775
673,0.165374413,0.60599637
674,0.136279419,0.212403968
675,0.157762796,0
676,0.340046048,0
677,0.498121142,0
678,0.490668684,0
679,0.382986456,0
680,0.43269819,0
681,0.380452216,0
682,0.431529373,0
683,0.290960729,0
684,0.097012155,0
685,0.050880235,0
686,0.063936912,0
687,0.099027164,0
688,0.123668052,0.233450949
689,0.048786405,0.611669302
690,0.008466424,0.823848307
691,0.006589732,0.960095286
692,0.114000797,1
693,0.140061349,1
694,0.142452925,1
695,0.087647289,0.970315814
696,0.102119125,0.851897478
697,0.026917838,0.52984637
698,0.006362866,0.20834586
699,0.033465788,0
700,0.068205222,0
701,0.192959845,0
702,0.210071176,0
703,0.102849066,0
704,0.012511602,0
705,0.036497466,0
706,0.036816299,0
707,0.017799769,0
708,0.258574635,0
709,0.261854529,0
710,0.378313601,0
711,0.376810193,0
712,0.39805001,0.211080253
713,0.201423168,0.564252257
714,0.113641337,0.738693535
715,0.011209231,0.823955715
716,0.012766192,0.867244363
717,0.013731558,0.875448227
718,0.080840692,0.879504204
719,0.114141867,0.834219456
720,0.13711293,0.716938496
721,0.036934439,0.515841126
722,0.207829982,0.228670478
723,0.344989151,0
724,0.395226717,0
725,0.433571458,0
726,0.269766122,0
727,0.348175406,0
728,0.298169196,0
729,0.36297673,0
730,0.362722993,0
731,0.308527529,0
732,0.351523608,0
733,0.287142962,0
734,0.469417691,0
735,0.625450015,0
736,0.577628076,0.3242805
737,0.482344031,0.70477736
738,0.388857216,0.869668126
739,0.212843016,0.970362008
740,0.076211266,0.998059809
741,0.053810656,0.997148991
742,0.042858157,0.948555708
743,0.039473888,0.911152005
744,0.058840528,0.693133533
745,0.128322884,0.565198898
746,0.076218136,0.214245945
747,0.004596388,0
748,0.031561352,0
749,0.060562979,0
750,0.058431588,0
751,0.099349335,0
752,0.051171284,0
753,0.093245126,0
754,0.17856589,0
755,0.09663552,0
756,0.045280918,0
757,0.012803368,0
758,0.002656246,0
759,0.000350489,0
760,0.289189279,0.166663438
761,0.02799361,0.501539528
762,0.018083569,0.735555768
763,0.002207187,0.899468184
764,0.001994388,0.880229056
765,0.026447494,0.967929602
766,0.094153814,0.890421152
767,0.096569866,0.949903965
768,0.105544679,0.830586791
769,0.133708224,0.619668365
770,0.264757246,0.258296669
771,0.470724821,0
772,0.651023269,0
773,0.852026343,0
774,0.869879842,0
775,0.879042029,0
776,0.75591594,0
777,0.750398636,0
778,0.668995023,0
779,0.761347651,0
780,0.585540771,0
781,0.444660366,0
782,0.652814269,0
783,0.518652558,0
784,0.4444758,0.200005531
785,0.196817175,0.597632885
786,0.122037217,0.805706263
787,0.154806912,0.922597706
788,0.163749292,0.977900028
789,0.129270494,0.986269712
790,0.401897907,0.984416842
791,0.445918798,0.935294032
792,0.238416791,0.815838933
793,0.205771327,0.596874833
794,0.218643114,0.233800173
795,0.318000406,0
796,0.387923181,0
797,0.328673005,0
798,0.348649412,0
799,0.388824284,0
800,0.331600696,0
801,0.191704065,0
802,0.44368422,0
803,0.397214442,0
804,0.317404926,0
805,0.181346536,0
806,0.133850962,0
807,0.115828902,0
808,0.187683836,0.259034395
809,0.113258943,0.611762881
810,0.083612494,0.826824486
811,0.083010912,0.95496881
812,0.200326353,0.999981403
813,0.128618285,1
814,0.076011017,1
815,0.214484692,0.977330685
816,0.117232278,0.852733135
817,0.091682479,0.632788777
818,0.102543503,0.263392925
819,0.111178517,0
820,0.073315099,0
821,0.112975076,0
822,0.322336376,0
823,0.422470212,0
824,0.410589576,0
825,0.257157862,0
826,0.325483143,0
827,0.217102662,0
828,0.239015758,0
829,0.259833753,0
830,0.201315582,0
831,0.181394756,0
832,0.125463545,0.256873727
833,0.105595417,0.609606862
834,0.054086864,0.830327034
835,0.19821246,0.957753122
836,0.158142477,0.999874711
837,0.110691495,0.997153401
838,0.102321684,0.995106459
839,0.116446525,0.959627986
840,0.114599571,0.836576819
841,0.071341254,0.620963454
842,0.034164269,0.253726363
843,0.010401282,0
844,0.021210309,0
845,0.088231541,0
846,0.090471014,0
847,0.07406728,0
848,0.0737909,0
849,0.056863539,0
850,0.089803524,0
851,0.123458527,0
852,0.185418144,0
853,0.176448017,0
854,0.208729625,0
855,0.306375861,0
856,0.398258805,0.255871564
857,0.197827965,0.606761098
858,0.039945807,0.823515713
859,0.143949077,0.948632598
860,0.245973602,0.9988482
861,0.112909645,0.999979913
862,0.111351386,0.999953985
863,0.107738234,0.971678555
864,0.112108663,0.850536525
865,0.096224271,0.626169682
866,0.100344293,0.26350072
867,0.021957021,0
868,0.057766777,0
869,0.097009115,0
870,0.094719857,0
871,0.038589098,0
872,0.025815532,0
873,0.013791757,0
874,0.051400051,0
875,0.041370351,0
876,0.043245606,0
877,0.093213916,0
878,0.061330341,0
879,0.072298393,0
880,0.185185701,0.134868458
881,0.108140171,0.378995061
882,0.02468114,0.653616667
883,0.030946599,0.720876098
884,0.120784193,0.802923918
885,0.136538565,0.730785131
886,0.183498248,0.644926786
887,0.224609777,0.644395888
888,0.124377482,0.465998411
889,0.096827351,0.405513048
890,0.085957326,0.004408812
891,0.011494502,0
892,0.021307737,0
893,0.030886084,0
894,0.060061596,0
895,0.117973119,0
896,0.072584294,0
897,0.090341844,0
898,0.031396557,0
899,0.015845636,0
900,0.024181688,0
901,0.021337261,0
902,0.023101902,0
903,0.054192334,0
904,0.028689712,0.000484023
905,0.031129232,0.139112845
906,0.048570804,0.270001948
907,0.031979982,0.39173466
908,0.026994087,0.649406314
909,0.105250351,0.611891508
910,0.119133517,0.587542713
911,0.045201197,0.521181583
912,0.015472013,0.33878535
913,0.014816332,0.102527641
914,0.026961377,0
915,0.026472716,0
916,0.011160874,0
917,0.178332701,0
918,0.109143369,0
919,0.081829183,0
920,0.196424112,0
921,0.226806685,0
922,0.130394235,0
923,0.085548565,0
924,0.051957536,0
925,0.163175941,0
926,0.136356428,0
927,0.064622797,0
928,0.079937294,0.114741676
929,0.109480873,0.595490932
930,0.17818284,0.803341508
931,0.120057642,0.89631629
932,0.165920869,0.947741747
933,0.172098637,0.986144423
934,0.080051184,0.995018244
935,0.106704764,0.935256124
936,0.097210363,0.821467757
937,0.083200924,0.608532667
938,0.081026495,0.255572528
939,0.038653955,0
940,0.034484442,0
941,0.046147533,0
942,0.120162204,0
943,0.105606377,0
944,0.329545498,0
945,0.320895135,0
946,0.169776708,0
947,0.173442975,0
948,0.111066967,0
949,0.078738958,0
950,0.081361018,0
951,0.107278436,0
952,0.133097053,0.271873355
953,0.147008687,0.612059712
954,0.041810803,0.813821435
955,0.017744223,0.924459457
956,0.032802537,0.969593406
957,0.028568957,0.977679372
958,0.072018176,0.976591825
959,0.018335547,0.943996429
960,0.053000521,0.829752803
961,0.049280982,0.630093217
962,0.010701518,0.290018052
963,0.026130091,0
964,0.079404309,0
965,0.105726942,0
966,0.17140016,0
967,0.092563279,0
968,0.028590864,0
969,0.009480509,0
970,0.014453696,0
971,0.068943299,0
972,0.120476365,0
973,0.128217995,0
974,0.101785809,0
975,0.249824226,0
976,0.500509739,0.300481915
977,0.298021674,0.633098245
978,0.027549252,0.824115098
979,0,0.929965973
980,0,0.976041317
981,0.040627178,0.985426903
982,0.059690371,1
983,0.04225475,0.959582686
984,0.034995057,0.848795891
985,0.037381817,0.647493064
986,0.055912711,0.305937052
987,0.114332341,0
988,0.20461975,0
989,0.402199686,0
990,0.505502343,0
991,0.567260385,0
992,0.698683023,0
993,0.780979872,0
994,0.784114122,0
995,0.873476505,0
996,0.896145225,0
997,0.89532733,0
998,0.879667282,0
999,0.881201982,0
1000,0.849000692,0.175800592
1001,0.801861525,0.261452973
1002,0.827939868,0.345982909
1003,0.760859489,0.5340119
1004,0.789568305,0.644439936
1005,0.802652597,0.83009851
1006,0.71909821,0.756702304
1007,0.794513941,0.533753037
1008,0.793030977,0.571300209
1009,0.788465142,0.450129479
1010,0.748915136,0.254546344
1011,0.775515378,0
1012,0.818653822,0
1013,0.8395648,0
1014,0.873101592,0
1015,0.88484478,0
1016,0.895568252,0
1017,0.894157052,0
1018,0.889809966,0
1019,0.892773271,0
1020,0.901625633,0
1021,0.905479193,0
1022,0.869268179,0
1023,0.868925095,0
1024,0.807253659,0.111933626
1025,0.600866616,0.336963236
1026,0.848200083,0.398319572
1027,0.67177093,0.557044327
1028,0.7160936,0.687290907
1029,0.692352176,0.716012418
1030,0.651929021,0.635564566
1031,0.646724105,0.511374474
1032,0.561105847,0.562124908
1033,0.691308141,0.385749847
1034,0.742443562,0.087122135
1035,0.534973502,0
1036,0.71230197,0
1037,0.742031574,0
1038,0.802651584,0
1039,0.894161642,0
1040,0.897295594,0
1041,0.817253053,0
1042,0.842671216,0
1043,0.793761849,0
1044,0.780843973,0
1045,0.848101079,0
1046,0.858030915,0
1047,0.841247797,0
1048,0.796628594,0.024324639
1049,0.408545464,0.409807503
1050,0.802652717,0.626528144
1051,0.765805006,0.614535451
1052,0.602888227,0.607341409
1053,0.83228159,0.560905993
1054,0.792760015,0.502562582
1055,0.659766257,0.345235139
1056,0.815813541,0.355102777
1057,0.865906894,0.277935028
1058,0.870480716,0.007047104
1059,0.793739438,0
1060,0.777986646,0
1061,0.895745277,0
1062,0.906413078,0
1063,0.909689188,0
1064,0.908685982,0
1065,0.902492225,0
1066,0.819702268,0
1067,0.851478815,0
1068,0.771526337,0
1069,0.658056378,0
1070,0.534711838,0
1071,0.606322229,0
1072,0.585684299,0.100874849
1073,0.446262449,0.329708099
1074,0.579498529,0.651952207
1075,0.502216458,0.804917455
1076,0.49457109,0.810389519
1077,0.637736559,0.814919829
1078,0.601117611,0.816808343
1079,0.690938115,0.788319588
1080,0.687287688,0.720378995
1081,0.647708297,0.518644392
1082,0.344907522,0.201255828
1083,0.321276695,0
1084,0.549791157,0
1085,0.559155703,0
1086,0.543345273,0
1087,0.510279119,0
1088,0.545136034,0
1089,0.587424397,0
1090,0.598573029,0
1091,0.614698291,0
1092,0.523687661,0
1093,0.564577281,0
1094,0.630933464,0
1095,0.69330442,0
1096,0.645907998,0.172801852
1097,0.200273141,0.498775125
1098,0.399182916,0.644762397
1099,0.46912241,0.697125733
1100,0.375172377,0.61557126
1101,0.55410862,0.523886621
1102,0.518259466,0.513052642
1103,0.823425412,0.412523091
1104,0.654402614,0.393471926
1105,0.463831902,0.16576165
1106,0.37737596,0.00822839
1107,0.482259184,0
1108,0.191249341,0
1109,0.155500799,0
1110,0.113896109,0
1111,0.10915298,0
1112,0.280454427,0
1113,0.271989822,0
1114,0.15516834,0
1115,0.251211464,0
1116,0.228646666,0
1117,0.333402544,0
1118,0.388364315,0
1119,0.299791992,0
1120,0.376192033,0.143832386
1121,0.589960277,0.445557535
1122,0.604398489,0.732182741
1123,0.689241767,0.84973824
1124,0.640980721,0.904940724
1125,0.499922723,0.714667916
1126,0.468677163,0.791147351
1127,0.413322508,0.89966011
1128,0.414257258,0.744204044
1129,0.352499574,0.484605134
1130,0.545404434,0.280938745
1131,0.624639988,0
1132,0.533195734,0
1133,0.564830065,0
1134,0.507698298,0
1135,0.518814385,0
1136,0.659169197,0
1137,0.684293866,0
1138,0.463339686,0
1139,0.675158322,0
1140,0.531938851,0
1141,0.332133859,0
1142,0.209737182,0
1143,0.455226123,0
1144,0.527352452,0.339699805
1145,0.299103528,0.679044306
1146,0.067136869,0.873298407
1147,0.038116291,0.975566506
1148,0.066551141,0.984257996
1149,0.056594223,0.999842167
1150,0.024065997,1
1151,0.032342799,0.967263877
1152,0.0267912,0.849918365
1153,0.012255346,0.664283752
1154,0.02198758,0.33816582
1155,0.080651984,0
1156,0.096619256,0
1157,0.182910442,0
1158,0.318467528,0
1159,0.458428711,0
1160,0.498809963,0
1161,0.47016713,0
1162,0.378127068,0
1163,0.13957122,0
1164,0.059877485,0
1165,0.086088002,0
1166,0.362194747,0
1167,0.450926483,0
1168,0.316790581,0.367347628
1169,0.121903703,0.697343111
1170,0.001046592,0.881259143
1171,0,0.969770193
1172,0.004828462,0.996161938
1173,0.015060456,0.999297023
1174,0.059152406,1
1175,0.048335277,0.987946868
1176,0.116350725,0.883268178
1177,0.151847839,0.683658242
1178,0.199997574,0.323869646
1179,0.164259106,0
1180,0.266953051,0
1181,0.228787392,0
